id,bio
15962981,Cryptocurrency enthusiast and web programming lover.
21029341,"Full Stack Web Developer seeking employment

Javascript - C#- Python

MEAN / ASP .NET / Django/Flask"
14016564,SE Intern @Microsoft | Contributor @systers @coala | Previously intern @kayako
18335167,"This is pleasure, not business.
West Coast for the time being."
20596317,"Hi!
My name is Bruno, I love programming and solve problems using lines of code.
I hope that i can help someone with my repositories."
16529768,Student at Harvard HBX pre MBA
19736776,I am an ecologist working on species coexistence under global change.
10980722,Software developer at Zomato
785431,Software Engineer 
25951346,I am a student of Hebei Normal University.My major is software engineering.
4940676,Software Engineer
345589,I write uuchat
16203138,"Grad student majoring in CS @UCSD 
"
167827,"Dean Hume is an author, Google Developer Expert, and all-around web performance geek. 
"
5778792,Yearning for free developers
43112,Laravel developer @tightenco 
12897813,React Developer
11973543,Senior Data Scientist of Applied Maths and Physics background
32168917,Ethical Hacker
25036794,"Front End / UI Developer based in Augusta, GA."
15274807,This will be the day.
5688485,(????????????)???
32091667,PhD Student at the University of Manchester
17588657,"I am a little girl with many wishes. Mainly I am an Engineer. Now a days I am working as a Java developer. I have also interest in C, C++, Html and CSS."
8565980,CompSci Student
1339818,Ph.D. Student at TUM and BMSTU
20766601,"Programming, Web & Open Source @fossasia @NJACKWinterOfCode "
33149147,"love life, love future!"
290415,"I like building awesome stuff, solving intriguing puzzles and learning everything I can in the process with the goal of making a difference for good out there."
11065422,will judge you for using jQuery
765375,"PhD, former part-time instructor & licensed engineer with 15+ years of software development experience. My expertise is in Image Processing & Machine Learning."
1688881,"Front-end engineer at Coder Technologies, Inc."
17243324,Data Scientists
12028253,2333
16876160,Software Engineer | Ruby on Rails Geek
7956050,"Postdoc at Deakin University, Australia"
6829017,"Engineering Manager at @Oracle. I participated to AWS, Amazon Retail, Windows, Surface, Xbox and Office."
716304,unix adherent
15067935,UX designer and web developer
4499470,"writer of code, slave of society"
1588236,Frontend Developer based in Istanbul
6741253,CS Undergrad
16347352,lalala
22743,"Ruby passionate, entrepreneur and an remote developer."
312055,Software Engineer from Belarus
705623,"I'm a Ph.d candidate in ecology interested in communities ecology & evolution, working on plant phylogenetic diversity and an open science & source enthusiastic"
5858696,Front-end Developer #Frontend #CSS #AspNET #MsSQL #JS
22181045,Second year Computer Science student
10503803,"Je suis tr??s motiv?? , s??rieux, travailleur et pers??v??rant. C'est gr??ce ?? ces qualit??s requises, que je pense surmonter les difficult??s. "
19891182,"The best things are yet to be made ???????????? Twitter @tahsinamio
"
1158270,"Family, SRE, Golang, Python, Ansible, Automation, Cloud, Formula 1"
23385595,Software Engineer
10413378,??????Golang ??????????????? PHPER 
22870210, developer 
18560118,Python lover
25845449,College Student | @Makeroid Co-founder and Developer
2953587,A Software Engineer by work! A Problem Solver by nature! A Constant Learner by will! 
32463492,Software engineer. I have big dreams and I'm working to be able to code well enough to see them realized.
31590671,Android & Web Developer
33113773,"Exponential streams of possibility fascinates me. I believe we @ Passmarked lie at the core of Web Standards,  at the intersection of Trust, Code, Data and Dev."
15158638,"You make it,when you take it!"
4720153,01100110 01110101 01100011 01101011 00100000 01111001 01101111 01110101
1160017,ios app developer
10041734,????????????Java??????Hello world???
21110721,Keep Study
33076057,"Contributor at Xeleration and Haiku, currently a learning programmer."
5614134,"let triumphs = tasks.map(function work(t){ return this.finish(t); }, hereAndNow);"
1675150,"Husband, Father to 3, #php and #golang principal software Engineer @sainsburys/@JSainsburyPLC , collector of cook books and CDs"
5131187,developer.
26818736,"java developer 
android developer"
16893561,"Senior Java & Android Developer
Turkey JUG (Java User Group) - Senior Java Android Software Trainer - Prime Member (Asil ??ye)"
30212801,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce sodales lacus lorem, id mollis erat imperdiet vitae. Donec ut erat sit amet mauris mollis auctor."
419789,"Product Leader. Builder. Autodidact.
#Mobile #iOS #Swift, 
#DeepLearning, #MachineLearning, Artificial Intelligence, Neural Networks, 
#Design #Strategy Tech"
2964826,Computer Science student at Georgia Tech
5393032,B.S. in Computer Science. Android App and Full Stack Web Developer. Free Software Enthusiast and Fedora User. Progressive Rock Lover ;)
28573272,"Full Stack Developer

http://juanswebdevprojects.com/"
12869456,DanziChen???iOSDeveloper???UESTC Student
12995410,Product Engineer
1510425,"Software Engineer, Guitarist, Tech-Entrepreneur"
27984503,Front end developer and graphic designer
52788,Currently running all things tech at @carvanro
1769314,iOS developer 
22436889,Passionate full stack developer and Thinkful alumni.
25784397,Software Developer at @KrappsDevelopers 
27933679,???????????????
7496211,Full stack developer @Likastic 
13241259,"A software developer, public speaker, highly responsible, team player person with great communication and organizational skills."
15027870,I like talking to computers.
22579705,"A computer science student and a freelance developer with interest in 3D games and graphical application development.

"
23322970,"Astronomy student, psychology and cognitive science hothead. Love to capture moment and things that are intagible. "
1344355,bpms automation system
3234955,Rails developer
7614148,"Undergraduate, Federal University of Uberlandia
Access my apps on link below"
14338946,Software Engineering student and Jr Dev at ilegra
10078093,"Robotics enthusiast, Maker and engineering student.
"
10931867,zhwang
7165700,"Eng. Computa????o, UFSM"
9520,iOS @ Apple
8072181,Computer Graphics
4471954,A tech/data science professional currently working with @v2nek @mohdsammour @Samueldciu to build a cloud based bioinformatics product.
14312701,"Computing Science Student at the Simon Fraser University in Vancouver, B.C."
7295455,"Data wizard, wisdom seeker. May the data be with you."
18185385,http://www.cnblogs.com/vervin/
7766795,swift & Objective-C / iOS Engineer
17854178,"IT Student, University of Turku"
16125001,"Hey there, I code"
1714436,Software Engineer
7437475,I'm struggling
9847335,"@sandialabs -> @QuorumUS -> @KnotchLabs ->
 NYU Abu Dhabi & @foursquare -> ????"
13681688,"New to coding world!
Trying to find out how things work here.
My favorite languages are C and Python."
88306,Designer & Developer
28536523,Make. Break. Fix. Repeat.
17233599,Zzz.
3159104,????????????????????????????????? (Code review freak)
3352888,Infinity challenge!
7316139,I help quilt stores build onliness businesses. 
5929950,converting caffeine to software
19216022,??????c/java/python/go/js????????????bug??????
5654638,I love ???? and ???????? an get ???? writing code to buy them.
10753453,Software engineer at @qualtrics
6155330,Yasar University Computer Engineering 3rd year
101755,04f2e105b2b9123cb3b376b389cffbd0d286400df6e92bf59ce7b8bbca580a5b59087b68c4c9a910f14393c99f642a056ad35cca9e8ab9f5129cd8d2be1623110c
624770,here for the free food
10692083,"Be Always Innovative, Creative and Smile."
27982495,"Tech savvy, bright, interesting guy with a desire to help others, create memorable moments in life through ""webby directions"" and ""fun designs"" that empower."
16827691,I'm a Designer.
11060632,"Enthusiastic Cryptographer and an undergraduate student majoring in Computer Science and Engineering from Indian Institute of Technology, Varanasi, India"
26645483,Passionate Programmer.
2979419,"I like programming for the web, Im interested in programming languages in general. Technologies I tried and liked is C#, angular 2, node and its echo system."
12851335,"Always Reaching
@st-fresh at ..  .. .. .. glitch.com"
18113170,Hiya! I'm a 14 y/o kid. You can call me J if you like :) <script>alert(document.domain)</script> <-- that's in case I'm doing some security research :-)
5346007,Hi! I'm a poly-skilled IT freelancer. Link to my online resume is right below!
9668104,"Engineering, Frontend"
22936739,"Computer Engineer, passion for bikes.
Citizen of the world."
31385713,Graduate Student.
24693334,"CSIT student 
"
1267647,hi
13061535,"We can only see a short distance ahead, but we can see plenty there that needs to be done."
30652811,"I am web graphics, web developer and grey hat hacker. 
"
23724796,Web Designer and Developer
20159504,Software Developer for Expedia
29928031,Am a patient android app developer ready to learn and interact with other developers around the world.
3071244,"Always trying to build a better web and deliver awesomeness :airplane: 
"
27811310,"- You have an incomplete project?
- You want to develop an app or something else but you're short handed?
+ Better Call Mehdi:
me [at Sign] mehdii [dot] me"
27139261,Study
4067886,"IT students and the rest of time maker, mentor in Fablab and Stuffcube.
Currently i'm developing a solution for inspect and rate insulating material"
13894677,Front-end developer | @hackeryou alumni - Cohort 11 | Internet admirer. Travel maven. Lifelong pop culture enthusiast.
18265670,"Computer whisperer, software developer, professional nerd and student @UniversityofBirmingham"
10252344,Soft Engineer(Java)
5565823,Mission: Daily Commits
31187,"I make *, I fix *, I know *,
I @Argonomo "
30284755,I guess I code
22879127,"Senior Dev at SimpleAp.
Programming,
Technology,
Music,
Life."
28591275,"Product Manager @alineapp
Alumni @lewagon"
23649697,Software Engineer based in the San Francisco Bay Area. UC Berkeley '15
8887104,Fullstack Javascript Developer - MEAN Stack.
17955040,Creative spirit and full stack web dev.
6568078,Front-end Developer
8012065,From passion to profession
20264131,Android Engineer
20761324,Developer of anything that you need!
10879297,"?????????java???php,
?????????python???react.js
"
17085524,"Software developer, always learning."
24753704,"#python, #ruby, #js
#gnu/#linux
I'm beginner in this way"
6662478,Android developer
5786745,Natural Language Processing & Deep Learning. Founder of @PragmaCraft http://pragmacraft.com  http://intelligentsearchassistant.com/ 
26034676,"Programming, coffee, records, cat gifs, etc."
8223542,"The pain passes, but the code remains."
8302413,"8+ Years Senior PHP Developer,Front End Developer, Linux PHP Programmer 10+ Years Sr. Systems Engineer https://calendly.com/justinsmorgan"
10172439,Code for fun!
595948,I work in a data science department in the medical school at the University of Pennsylvania.
8957715,"Junior Fullstack Developer in Durham, NC. Currently looking for more opportunities in Durham, Raleigh, and RTP. "
16106067,"I'm a full stack webdeveloper and a quick learner. I work with django, django-REST, rest APIs and other web technologies."
20480223,"Junior Software Engineer at @g2crowd, formerly Support Engineer. Learning quickly and continuously"
25010956,Hello.
3788327,"Im Web Developper. Interesting about :
- Admin System : Nginx lover
- Optimisation : Load speed / UX
- Prestashop : Plugins and templates development "
28291594,                               ??????????????????????????????
12745896,Take what i want.
22739273,Full stack web developer | Wordpress developer | 
16009076,"I'am a focuse onsight person.
"
12820368,I code for fun. Hoping to start making a living off it soon.
8403350,"Cisco Network & CyberSecurity Engineer,
Programmer, Industry4.0, Security Researcher  "
814918,"I do research, often about cannabis.
Ph.D. Candidate, Policy Analysis, RAND Graduate School.
M.S. Public Policy (Data Analytics), Carnegie Mellon University"
18600769,UI Engineer
15968299,"Stay hungry, stay foolish."
6198368,"I love Technology, Front end, HTML, CSS, JS. "
19357118,"Software Engineer and Web Developer
"
476204,"Full stack dev, digital nomad, and entrepreneur"
15167953,Software Engineering Intern at Notation Software Labs Pvt. Ltd.
6511689,"A techie by heart. Code to enjoy, like to build stuff and contribute and learn new technologies.
LFC Fan #YNWA. Like to play computer games."
22428579,Picture made by Jungyu
6470574,Hi there! I???m a Javascript and Python developer.
16532120,iOS
6673572,Non stop learner. Currently a Web Developer. Formerly in Bioinformatics and Molecular Biology. Currently dabbling something of that nature or another...
26870888,Website Designer & Developer
121943,Software Architect - NETAS
285687,"An engineer living in Hangzhou, China.
I love Java, Scala, Python and Go."
15024521,????????????????????????????????????
1503192,"Robotics, IoT and data sciences"
5949025,Software Developer at SIDIA Samsung Manaus Brazil.
19805203,Full-Stack Web Developer Self-taught
25722689,Constantly learning.
620258,iOS developer
7535634,"Full Stack Developer. SE @ UW. Love life.
"
10339494,"Apparently, this user prefers to keep an air of mystery about them. :)"
10895594,Naming variables is ????
738547,SET(Software Engineer in Test) in Mercari
7750596,Front End Engineer @thumbtack 
11255536,"Computer Science MSc at BME-VIK |
in ??? with Machine Learning and Deep Learning"
17301440,"An innovative software developer with experience in Ruby, JavaScript, and React."
2813310,frontend developer
6799011,https://conjugation.ch4vi.com/
20227700,"Founder of Spencer Holdings & Technology LLC.
Focused on building modern solutions for complex business problems."
4624677,I am.
18641625,":octocat: Open Source Enthusiast |
PHP | Laravel | CodeIgnitor | Angular | Symfony | JavaScript | Git | Gulp |
 Heroku | Linux | LAMP Stack
"
8657857,"iOS, Python developer."
17552190,"Software Architect @ ti&m, Z??rich, Switzerland"
12243581,"Desenvolvedor desde 2003, larga experi??ncia no desenvolvimento de sistemas das mais variadas ??reas e modelos de neg??cios. "
8711284,"Energetic and enthusiastic individual.I am passionate in my profession.I have no limits in seeking knowledge and skills, I'm a full stack developer."
9793595,"A young, ambitious programmer from Knoxville, TN, studying in Tuscaloosa, AL, and working towards getting to New York, NY."
15903958,Learner
9803802,Software Developer
12843752,help change the world
6435404,"I am a php developer laravel ,codeigniter, angularjs, nodejs"
773310,Experienced TypeScript developer.
5843308,NGS analyser
17605370,Back-End Developer
22561713,"Computer Networks student, IT enthusiast and general technology hobbyist."
4268017,"UX Developer @ Rent the Runway
Cooper Union MechE '16"
23419376,"Computer Vision researcher at Indian Institute of Science, Banglore"
16332040,The math is the god's language !
28596214,"Jeune ??tudiant en DUT Informatique ?? Aix, sportif au club d'Aix Athl?? Provence, danseur en Bachata."
7604357,"Interface designer & front-end dev as freelance ??? Musician, Drummer, Teacher."
34558138,i like cats ????
1605925,building stuff @rhodiumlabs 
4315,"Learning, making, teaching."
25994339,"- GCSE Computer Science & Media Gaming student.

- A Level Information Technology & Media Gaming student.

"
4957556,A Poor Man
13994044,"I am a PhD student of Peking University, Beijing, China.
I am interested in Compiler and  Software Engineering."
11543747,"Currently a prisoner (Academic student).
Game Dev wannabe.
Wonders when his projects are getting out of his head for once.
I like FP and OO.

"
22823026,"Undergrad Computer Science student. 
Learning new things, one buzzword at a time."
7013668,"So much to learn, so little time to spend ^^
Enjoying to see progress in every step"
7549316,Android and Python developer. Passionate about software engineering and Machine learning.
1997886,Software Engineer @ DAZN.
24364257,The most amazing software engineer in the world
8574909,Lang: C++/Go/Coffee Script
6226442,"An Odd American Broad. 
Full Stack Web Dev + Web Designer. 
People person. 
Music lover. 
Gamer. 
ENFP."
12998227,"java developer,like reading,coding"
16259523,"Study to be the best at what I do. Since I like to do everything, I have to study a lot.
##
Batman. The hero without powers."
22548878,Developer - PHP -
3250667,It works on my machine
29299516,??????????????????????????????????????????
17271978,3rd year student at @ecolehetic - I try to create and build useful and worth seeing projects
1719248,"DevOps Engineer
https://www.linkedin.com/in/pekermert/"
32362,Team manager | Scrum master | Senior Rails programmer.
15812243,Deep Learning Software Engineer @ Intel
20864280,???????????????
15637745,Junior FullStack Developer
7302131,Crafting digital products ????
19899422,?????????????????????????????????????????????
22201658,"Learning JavaScript and HTML planning on making it in the programming industry , I've only been coding a short while but I keep making big leaps in progress. "
8037496,me@hakanozkaptan.com
17593847,Computer Science student @ The University of Technology Eindhoven
24392777,Data Analysis | Data Visualizations
15123505,dev is fun
1305776,Engineer @the-information. Gaeilgeoir. Geek. Gardener. I'm always tinkering.
32803070,News journalist with a special interest in data-driven stories. Current sophomore at Stanford pursuing a B.A. in Political Science and an M.A. in Journalism.
16465152,My shameless experiments here.
20222245,"Code farmer, DotAer"
11823445,"I am an aspiring full stack web developer with experience in HTML, CSS, JavaScript, JQuery, and Ruby/Rails."
23345084,IT Student | University of Gda??sk
8198782,Full Stack Web Developer
10410898,"Software Engineer
Blog: http://www.jianshu.com/u/a96d64e7be75"
4936101,I'm a web developer with an ideal blend of skill in visual design and proficiency with technology.
6754058,System programming passionate currently working as full-stack dev
8092544,Just doing my thing.
2470438,iOS Developer
6625053,inefficient Human
24800229,Web Developer | Software Engineer
1538286,"iOS, Design, Web, Music, Corn Flakes"
12119678,H2O2@UofWaterloo
15934192,Robotics Engineering (Engineering Science) student at the University of Toronto
13582398,"Self-taught programmer who graduated with a degree in engineering physics, specializing in mechanical engineering (Queen's University, Canada)."
3973473,Developer?
7333997,"Consultant, speaker and trainer | SQL Server/Data Platform Microsoft MVP | President UGISS"
33800894,A junior. Currently major in Naval Architecture and Ocean Engineering. 
28014739,Writes code and surfs.
9317576,Coding changes world...
1732217,Turns beer into code
9836394,Keep Moving
12873223,Software Engineer at Arcadia
5522871,Assistant professor at easj.dk
8696041,coder
3669319,I make stuff. Sometimes that stuff breaks.
981895,"I love vim, do you?"
2831422,iOS/macOS Developer
9368234,"Developer by hobby, Soul automation IOT enthusiast and crazy about quality beer"
2637098,I make apps & music
447652,"I built code for Tesla Motors, SIRIUS Satellite Radio, America's Funniest Home Videos, etc. Now I work for @switchplus. Please see my personal site, below."
1982768,iOS Developer
16403110,"Sometime I regret that I should have been major in CS         

Once an Android developer/Britpop Lover/Star Wars fan"
29050575,"!! INACTIVE PROFILE !!
GO ON https://gitlab.com/OlioDiPalmas"
10219139,Computer Engineer
22822100,I am an Architect and Urban Planner exploring collaborative Design and collective Placemaking.
2453775,"Im starting on tecnologies php, action script and JavaScript with design process on agency of advertising, working to UX from websites and animations for web."
1413056,A poet without knowledge
12793648,"C/C++/PHP/Python/Go/Java/Scala????????????,??????Java/Scala?????????????????????????????????????????????????????????      
"
12188140,Wanna be best in  Software Application and its Quality...
27541,PHP developer
706964,"DevOps at @Produban, working at its Global PaaS."
6671835,PHP Senior Web Developer
515228,"software = { daytime: 'WeddingWire Inc.', evening: 'consulting & fun projects' };
languages = %w(ruby elixir);
frameworks = %w(rails phoenix)

"
26300914,life is coding and decoding
5755008,Front-end developer &  mobile developer on the rise
3389894,`git push --force origin master`
2547783,London-based web developer and student. Currently building cool stuff in Laravel @digital-detox.
3015222,Creative Technologist
13093026,I am the very best. Thank you.
11556339,Just a writer.
1824670,"Programador fullstack, apasionado de la programaci??n funcional y en general de todo lo que sea programable y bloguero ocasional.  "
12477375,"Web dev, game engine enthusiast, language hacker, moderately powerful wizard."
2366731,Computer Engineering Student
7693125,Simple is Better
4262706,Android Developer
5194977,software developer. problem solver. coffee drinker. 
9115751,Data Analyst
17129779,"Self-taught programmer, currently working with Javascript and learning algorithms. "
7448443,product developer @entri.me
22931819,????????????????????????????????????????????????
497899,"Computer engineer living in Costa Rica. Front-end development, UI Design and currently studying UX"
16378000,?????????????????????????????????????????????????????????
7444341,"Co founder de mowomo. Desarrollador web y APP, Formador de Seguridad inform??tica y Organizador en meetup WordPress C??diz"
20412494,Web Developers
12866783,Currently at SPICED Academy
236167,UX/UI Developer M2A Media
23230016,Just code addicts
6756995,??? iOS Software Engineer ??? ???
16011238,"Darren Chaker reviews computer security and forensics, and writes on encryption topics at http://darrenchaker.us/ 

While residing in Southern California..."
5392562,i am i
19814456,All hard work pays so get to it!!!
4933608,I am a computer science and applied math student at Stony Brook University. 
1357611,"mostly human, grumpy, Vim loving, Linux sys admin. Also guitar player of over forty years who thinks cricket may be the only sign of intelligent life on Earth"
19360052,InfoSec engineer
4568519,"Berlin based front-end developer, ember.js <3"
15794684,"I mostly work in (and do workshops on) Python: scraping, web dev, data science-y stuff.
I am associated with @trucsclub.
You can contact me from my website."
19229842,"SWE Intern @ESSI-Security-and-Defense | DA Intern @quintilesims |
Senior Year CS Undergrad, NSIT"
12672019,We live in the shadows to serve the light. - A -
2954545,Developer
1401894,Director of Development at @thinkcompany. We're hiring: http://thinkbrownstone.com/careers
5411878,??\_(???)_/??
5925762,a coder who does not meet the status quo
1271259,Developer Relations guy.  I speak mostly JavaScript. Author of buildmobileapps.io and host of The DevRelGuy Podcast at devrelguy.com.
8004650,A Drupal developer and an open source evangelist.
4274330,"Computer Programmer, Lazycoder, Psychopath,
Freelance Web Developer"
18104615,Going places fast with the power of JavaScript and C# as fuel. Currently an apprentice at @Microsoft .
11170898,more more sleep zzZ
6808347,Bioinformatics Ph.D. @UCSanDiego
23389251,"A graduate from the university of Ghana. A degree holder in information technology. I code and illustrate.

 part of the tech team- HOW ltd."
2389889,Full stack developer Orz...
15169261,"Full Stack Software Engineer
(Php, JavaScript, Vue, Laravel).

Hobbies: Drawing and Movies

"
22817175,Developer. Designer. Hacker. Curious. Fast Learner. Quiet.
19560029,"Front End Developer. JavaScript, Vue, React"
9221520,"I have a passion for deep learning, machine learning, distributed systems and space exploration. :rocket:"
32843918,"python enthusiast, aspiring data scientist"
6487572,Undergraduate @ IIT Kharagpur
26446035,"iOS Developer living in Fresno, CA. "
5486808,???????????????????????????????????????PHP??????????????????
5724898,There's so much in the world that I'd like to soak up with my eyes
22066983,"A Post-Marxism???a foolish  programmer
"
925309,"Python guy and startup junkie.
Technical co-founder @uploadcare."
6615214,Software Engineer with artistic touch...
7405198,Senior PHP developer at Arquivei.
13127586,"????????????????????? --- 
???????????????????????????~"
19890969,Undergraduate at University of Colombo School of Computing
24871443,Software Father
3650220,"Always looking to learn more. If I am not learning I'm working, If I'm not working I am sleeping. If I'm not sleeping, I am learning."
1556000,"ex Symbian, ALK Technologies, Good Technologies, @PayPal and @Kamcord. Mobile Software Engineer with over 14 years of experience."
387533,A Cyber Security Ninja
20543351,"Web developer experienced in Java, Ruby, Rails, SQL, JavaScript, React, and Redux"
6442126,"NLP,ML,Software Engineer"
11081129,"C#, Java, Android developer"
1117026,Sunday Morning is hiring: https://sunday37.com
14196107,An cute front end engineer (????????)
30158816,Musician and Junior Full-Stack Web Developer. 
141563,Life is a code
34602946,Boy next door
22738,Developer @skroutz 
13447250,just do what I can do 
906428,"Ops, network addict, part-time developer, full-time learner."
24464620,"Evangelist at @panoplyio, blogger, community builder and beer snob."
19191127,"ZeroJsus.github.io
??????????????????????????????????????? ??????????????? ??????????????????"
3060010,Platform Engineer at Square
6374303,I will see you when I see you
17821598,Deep Learning Enthusiast
31343461,under control
18754377,"CS and Business Undergraduate at UBC
"
25825387,Just trying to finish college
15280091,"PhD candidate in computer science at Aston University, UK. Currently working on developing energy efficient Mobile-Cloud hybrid applications."
1641075,"I like to travel, develop and develop things that helps on travels... Also, I like motorcycles."
19935451,I want to be a game programmer!
26818851,???????????????????????????
2598374,I love to combine my passion for creating things that do good with my software development skills to continue building universal products for anyone 
15923742,Full stack JavaScript Developer with a background in journalism and communication
17714964,"Web developer experienced in Ruby/Rails and React/Redux. Background in international education, and passionate about technology that connects and educates."
21131549,Systems Engineer ???? Front-End Developer and Web Designer! I ?????? JavaScrip
24296902,Inquisitive CS undergrad. I write programs and am enthusiastic about AI & cyber security. Blog: thecoducer.com
9396189,Creating stuff for the web
2111247,"Hi there! I'm a web developer who has worked in projects using: Python, Django, Django REST framework, HTML5, CSS3 and Javascript."
232828,I am the beast I worship
837500,"aka: deka, dk // 

@geut co-founder / Original from the deep south / Becoming nomade / Code with opinions. Always."
1043051,Very good at Computers.
20518098,Front End Engineer at Namely. Builder of random stuff. Enthusiasm enthusiast. 
342634,PHP & Zend Framework Software Analyst
22417402,A newbie coder.
17386096,I love you my son yeash
7500590,"Telecomms Engineer, open source supporter, working on the cloud.
"
32421251,"Young, learner. 

Undergraduate CS student at Telkom University."
294724,Director of IT and Web Development for CHSS at GMU. Interested in the dance between organizational culture and technology-based attempts to help organizations.
14090092,"Student at Curtin University, studying a Bachelor of Engineering, major in Software Engineering "
805135,"I'm passionate about building intelligent solutions and to solve problems. Since 2008 I work with IT, most of the time as a Full-Stack  Developer."
31390072,Desenvolvedor de software apaixonado por tecnologia desenvolvida em prol da sociedade.
162384,SYN ACK FIN
31126771,"javascript, vue,  php, weixin, webpack"
28400128,Full-Stack Developer
12491379,Web Designer & Developer
19603697,To be continued
552075,"???? you should run $ curl kamal.io

?????? developer advocate @DigitalOcean"
27004757,???????????????????????????????????? ??????????????????????????????????????? ?????????????????????????????? ???????????????????????????????????????~
1645157,????Creative developer @NewQuest_WAA ???- DIY ???? - ????Maker - Former Gobelins CRMA
6938857,Computer Eng. Student & Software Developer
18689448,"Systems Design Engineering @uWaterloo | Software Engineering Intern @zendesk
"
20121267,Android application developer
25610114,Following heart.And just do it.
12209577,art + code
23009545,The cake is a lie.
14154340,Morris is studying electronic information engineering at CUHK(SZ).
19269,CEO of https://FrontendMasters.com -- jQuery UI Alumnus
4999159,"Arduino, C, VHDL, Python, PHP, Sailfish OS Qt (C++ & QML) developer."
15827728,"Stay hungry, Stay foolish, Stop when you are perfect."
10969493,Javascript & Ruby developer. Formerly at DOJ and US Coast Guard as a python/SQL lover and regulatory economist. Virginia Tech and George Mason University alum.
2141359,"Cloud Ops guy, Linux sysadmin background"
864218,Undefined is not a function
12775019,iOS Developer / Creative Coder
1194340,Python developer. Neural Networks guru.
1309911,Computer Engineering undergrad.
617020,Enter the Gecko!
4404746,Google
4238321,"Web Developer, Senior PHP Developer, WordPress Specialist, Web Lover and Blogger."
28270422,This is my world of codes. 
14722250,Code more
25362388,FACG1 alumni ???? 
10989090,"Hardcore Java developer, currently exploring MuleSoft."
12340385,Android Software Engineer at Sympla
24209940,Software Engineer
30840318,Electrical Engineering student and audio/music maniac.
15329913,Let's Do Stuff & Things.
7836659,"A iOS developer. I make apps for work,meanWhile, I create some  tiny side projects in my spare time.   Last but not the least, I like Designable stuff."
780031,"Machine learning, automated experiments and adaptive computation... although that's mostly not what is on here."
2538614,Passing the time between skiing ???
1120253,Web plumber. Code sanitizer.
1890765,Software Engineer at Synapse Technology Corporation
1170142,Sr Javascript Developer
7649331,Technology and slackline big fan!!
8224899,High school student. :ghost: 
5277320,"Have experience on 9+ years in Cloud, Windows and Virtualization projects (Implementations and Operation management) and Multiple project migrations to Cloud. "
33632286,"University of Iowa ?????????????????????????????????? Computer Science and Engineering
HackIowa ????????????????????????????????????????????????????????????????
Pres. of Computer Comfort ????
Game Jams ???????"
22840709,Electrical && Electronics Engineering graduate && Software Engineer || Developer. Polyglot in the making. I live to leave a legacy!
10358985,".NET, WPF, MS-SQL"
10240040,"Full Stack Developer in Infrablue Technology. Love Laravel(PHP), Django(Python), ReactJS. Peace loving. Want to learn React Native."
11339451,- Create Your Lifestyle -
30800800,"MCA student at Indira Gandhi Delhi Technical University For Women, Web Developer & programming enthusiast"
20380919,"LIFE IS ALL ABOUT THE NEXT STEP . . . ""
"
25887195,Front End Developer Junior con disposici??n a colaborar y trabajar en equipo para llevar a cabo los proyectos asignados. 
9456185,A Ruby on Rails developer with a background in database and web programming. 
5001959,"My name is Stuart, online I go by NxFIFTEEN or nxad. I???m a caffeine dependent life-form, often happiest when things don???t work so I get a chance to fit them."
5184014,Google Cloud Certified Data Engineer
32224352,Estudante de Ci??ncia da computa????o
14131748,JavaScript Developer and perpetual student.
22421533,Welcome
5223937,Full-Stack / Android Developer and coder with :heart:.
5133885,Software developer
983323,"Full stack, JS, React, NodeJS & .Net Developer"
2760100,"There's a difference between a philosophy and a bumper sticker.
--Charles M. Schulz"
13210638,ou?
13199432,very like android???lua.....
6895721,Development lead and PM @FeelTheBern.org.
8308474,UCAS ICT
5409617,I do code stuff.
6737079,Computer Scientist from Copenhagen University
25407019,"Student. 
Coder. 
UI Designer.
Front-End(HTML5, CSS, & JavaScript), 
JavaScript Developer.
Node.js
Express.js
MongoDB."
4619839,First do it.??????????????????????????????Then do it right.?????????????????????Then do it better.
29874677,"Estudante de Web Design, apaixonado pela acessibilidade da Web e c??digo HTML / CSS / JS."
4918,Director of Engineering at @orisintel 
22130468,"HITSZ -Master Candidate-Directions:Computer Vision,Deep Reinforcement learning"
7807482,Fullstack JS Dev
11002787,???????????????
19349315,"Chamod Shehanka is a software engineer (undergraduate), Software Developer @VivoxaLabs , Full Stack Developer, swimmer and karate black belt holder."
26478101,???????????????????????????IT????????????????????????????????????????????????????????????
1088136,DevRel StackPath
33845747,I Am a full stack developer..much intrested in startups and a girl so much passionate about writing codes..Let's break the stereotypes together!!
2455598,Web Developer and Full Stack Engineer from New York City.
4143729,Computer Science and Managment student.
25809376,"CSUN Students & Web Developer
"
30422172,First-year Computing Security and AFROTC student at the Rochester Institute of Technology.
7785952,I'm a guy from a small town in northern Norway with passion for programming.
31564179,????????????????????????????????????
11594731,"|Code|Design|Philosophy|Math| 
???We are what we repeatedly do. Excellence, then, is not an act but a habit.""
-Aristotle
"
476856,Web application developer
5571116,"java, javascript, jvm languages"
20514920,"Front End Web Developer  
I am a winner  of #GoogleDeveloperScholarship"
1328262,"WordPress Developer, with a focus on Front End development."
21109275,Android Developer/Programmer/Chemical Engineer/Mountain Biker
12702041,"A mathematician, Python lover and a data scientist-wannabe."
23011317,I am a master student in Machine Learning and Natural Language Processing at JAIST. I am also interested in Robotics and Data Science.
15002167,"DevOps Engineer.
Process is my game so lets all do the same"
6970852,Keep a young heart forever.
16827589,human.
